Disk Folder Name,Disk Relative Path,Size (MB),Reconciliation Status,Match Tier,Canonical Title,Canonical Author,Canonical ASIN,Canonical Series
Vagabond - A Novel [B00P2WA7PO],Bernard Cornwell\The Grail Quest #2\Vagabond - A Novel [B00P2WA7PO],403.49,VERIFIED_CANONICAL,Tier 1: ASIN Match,Vagabond,Bernard Cornwell,B00P2WA7PO,The Grail Quest #2
The Pale Horseman [B00PRAIAUA],Bernard Cornwell\The Last Kingdom Series #2\The Pale Horseman [B00PRAIAUA],400.21,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Pale Horseman,Bernard Cornwell,B00PRAIAUA,The Last Kingdom Series #2
Heretic [B00P1NBK32],Bernard Cornwell\The Grail Quest #3\Heretic [B00P1NBK32],452.04,VERIFIED_CANONICAL,Tier 1: ASIN Match,Heretic,Bernard Cornwell,B00P1NBK32,The Grail Quest #3
Sword Song [B002V8HDLS],Bernard Cornwell\Bernard Cornwell Audiobook collection 1 - 8 @ Fenopy.com\Sword Song [B002V8HDLS],161.76,VERIFIED_CANONICAL,Tier 1: ASIN Match,Sword Song,Bernard Cornwell,B002V8HDLS,Bernard Cornwell Audiobook collection 1 - 8 @ Fenopy.com
The Last Kingdom [B002V1BWCQ],Bernard Cornwell\Bernard Cornwell Audiobook collection 1 - 8 @ Fenopy.com\The Last Kingdom [B002V1BWCQ],152.07,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Last Kingdom,Bernard Cornwell,B002V1BWCQ,Bernard Cornwell Audiobook collection 1 - 8 @ Fenopy.com
The Archer's Tale [B002V8HBLK],Bernard Cornwell\Bernard Cornwell Audiobook collection 1 - 8 @ Fenopy.com\The Archer's Tale [B002V8HBLK],402.08,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Archer's Tale,Bernard Cornwell,B002V8HBLK,Bernard Cornwell Audiobook collection 1 - 8 @ Fenopy.com
"Freedom's Fire Box Set, Books 1-6 - The Complete Military Space Opera Series [1982690917]","Bobby Adair\The Freedom's Fire Series #1\Freedom's Fire Box Set, Books 1-6 - The Complete Military Space Opera Series [1982690917]",1066.08,VERIFIED_CANONICAL,Tier 1: ASIN Match,"Freedom's Fire Box Set, Books 1-6",Bobby Adair,1982690917,The Freedom's Fire Series #1
After Dead - What Came Next in the World of Sookie Stackhouse [B00HQJUL8O],Charlaine Harris\Sookie Stackhouse\After Dead - What Came Next in the World of Sookie Stackhouse [B00HQJUL8O],22.07,VERIFIED_CANONICAL,Tier 1: ASIN Match,After Dead,Charlaine Harris,B00HQJUL8O,Sookie Stackhouse
The Sookie Stackhouse Companion [B005FM5AZI],Charlaine Harris\Sookie Stackhouse\The Sookie Stackhouse Companion [B005FM5AZI],274.52,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Sookie Stackhouse Companion,Charlaine Harris,B005FM5AZI,Sookie Stackhouse
Dead Ever After [B00BR1VHVC],Charlaine Harris\Sookie Stackhouse #13\Dead Ever After [B00BR1VHVC],146.35,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dead Ever After,Charlaine Harris,B00BR1VHVC,Sookie Stackhouse #13
Living Dead in Dallas [B002V0KPAW],Charlaine Harris\Sookie Stackhouse #2\Living Dead in Dallas [B002V0KPAW],242.3,VERIFIED_CANONICAL,Tier 1: ASIN Match,Living Dead in Dallas,Charlaine Harris,B002V0KPAW,Sookie Stackhouse #2
From Dead to Worse [B002VA3QM6],Charlaine Harris\Sookie Stackhouse #8\From Dead to Worse [B002VA3QM6],288.23,VERIFIED_CANONICAL,Tier 1: ASIN Match,From Dead to Worse,Charlaine Harris,B002VA3QM6,Sookie Stackhouse #8
All Together Dead [B002VA9IUA],Charlaine Harris\Sookie Stackhouse #7\All Together Dead [B002VA9IUA],247.52,VERIFIED_CANONICAL,Tier 1: ASIN Match,All Together Dead,Charlaine Harris,B002VA9IUA,Sookie Stackhouse #7
Dead Until Dark [B002V1LPJ6],Charlaine Harris\Sookie Stackhouse #1\Dead Until Dark [B002V1LPJ6],131.2,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dead Until Dark,Charlaine Harris,B002V1LPJ6,Sookie Stackhouse #1
Club Dead [B002V0QUBK],Charlaine Harris\Sookie Stackhouse #3\Club Dead [B002V0QUBK],229.77,VERIFIED_CANONICAL,Tier 1: ASIN Match,Club Dead,Charlaine Harris,B002V0QUBK,Sookie Stackhouse #3
Dead to the World - Sookie Stackhouse Southern Vampire Mystery #4 [B002UZKJOK],Charlaine Harris\Sookie Stackhouse #4\Dead to the World - Sookie Stackhouse Southern Vampire Mystery #4 [B002UZKJOK],274.94,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dead to the World,Charlaine Harris,B002UZKJOK,Sookie Stackhouse #4
Dead to the World [B002UZKJOK],Charlaine Harris\Sookie Stackhouse #4\Dead to the World [B002UZKJOK],147.52,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dead to the World,Charlaine Harris,B002UZKJOK,Sookie Stackhouse #4
Dead In the Family [B003HTZBPU],Charlaine Harris\Sookie Stackhouse #10\Dead In the Family [B003HTZBPU],141.37,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dead In the Family,Charlaine Harris,B003HTZBPU,Sookie Stackhouse #10
Dead Reckoning [B004W4TYXE],Charlaine Harris\Sookie Stackhouse #11\Dead Reckoning [B004W4TYXE],143.71,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dead Reckoning,Charlaine Harris,B004W4TYXE,Sookie Stackhouse #11
After Dead What Came Next in the World of Sookie Stackhouse (Unabridged) [B00HQJUL8O],Charlaine Harris\Sookie Stackhouse #0\After Dead What Came Next in the World of Sookie Stackhouse (Unabridged) [B00HQJUL8O],21.5,VERIFIED_CANONICAL,Tier 1: ASIN Match,After Dead,Charlaine Harris,B00HQJUL8O,Sookie Stackhouse
Dead as a Doornail [B002V8LJTU],Charlaine Harris\Sookie Stackhouse #5\Dead as a Doornail [B002V8LJTU],132.73,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dead as a Doornail,Charlaine Harris,B002V8LJTU,Sookie Stackhouse #5
Definitely Dead [B002V59ZE4],Charlaine Harris\Sookie Stackhouse #6\Definitely Dead [B002V59ZE4],152.88,VERIFIED_CANONICAL,Tier 1: ASIN Match,Definitely Dead,Charlaine Harris,B002V59ZE4,Sookie Stackhouse #6
Ranger Boxed Set - Books 1-3 [1705290949],Charles Lamb\Ranger #1\Ranger Boxed Set - Books 1-3 [1705290949],1280.78,VERIFIED_CANONICAL,Tier 1: ASIN Match,Ranger Boxed Set,Charles Lamb,1705290949,Ranger #1
Coyote Blue [B002V8MFY8],Christopher Moore\Christopher Moore\Coyote Blue [B002V8MFY8],142.6,VERIFIED_CANONICAL,Tier 1: ASIN Match,Coyote Blue,Christopher Moore,B002V8MFY8,Christopher Moore
Island of the Sequined Love Nun [B002V1JWIM],Christopher Moore\Christopher Moore\Island of the Sequined Love Nun [B002V1JWIM],160.86,VERIFIED_CANONICAL,Tier 1: ASIN Match,Island of the Sequined Love Nun,Christopher Moore,B002V1JWIM,Christopher Moore
Noir - A Novel [B078XM8PBN],Christopher Moore\Christopher Moore\Noir - A Novel [B078XM8PBN],125.78,VERIFIED_CANONICAL,Tier 1: ASIN Match,Noir,Christopher Moore,B078XM8PBN,Christopher Moore
Sacre Bleu - A Comedy d'Art [B007OXLCBW],Christopher Moore\Christopher Moore\Sacre Bleu - A Comedy d'Art [B007OXLCBW],321.24,VERIFIED_CANONICAL,Tier 1: ASIN Match,Sacre Bleu,Christopher Moore,B007OXLCBW,Christopher Moore
"Fluke - Or, I Know Why the Winged Whale Sings [B002V1K2PE]","Christopher Moore\Christopher Moore\Fluke - Or, I Know Why the Winged Whale Sings [B002V1K2PE]",537.79,VERIFIED_CANONICAL,Tier 1: ASIN Match,Fluke,Christopher Moore,B002V1K2PE,Christopher Moore
The Serpent of Venice - A Novel [B00J53FV2U],Christopher Moore\Fool #2\The Serpent of Venice - A Novel [B00J53FV2U],145.91,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Serpent of Venice,Christopher Moore,B00J53FV2U,Fool #2
Shakespeare for Squirrels - A Novel [0062934155],Christopher Moore\Fool #3\Shakespeare for Squirrels - A Novel [0062934155],484.33,VERIFIED_CANONICAL,Tier 1: ASIN Match,Shakespeare for Squirrels,Christopher Moore,0062934155,Fool #3
Secondhand Souls - A Novel [B00XQS0AS0],Christopher Moore\Grim Reaper #2\Secondhand Souls - A Novel [B00XQS0AS0],308.34,VERIFIED_CANONICAL,Tier 1: ASIN Match,Secondhand Souls,Christopher Moore,B00XQS0AS0,Grim Reaper #2
Bite Me - A Love Story [B003C20NXM],Christopher Moore\Love Story #3\Bite Me - A Love Story [B003C20NXM],170.59,VERIFIED_CANONICAL,Tier 1: ASIN Match,Bite Me,Christopher Moore,B003C20NXM,Love Story #3
Practical Demonkeeping [B002V5A2Z0],Christopher Moore\Pine Cove #1\Practical Demonkeeping [B002V5A2Z0],206.93,VERIFIED_CANONICAL,Tier 1: ASIN Match,Practical Demonkeeping,Christopher Moore,B002V5A2Z0,Pine Cove #1
"Lamb - The Gospel According to Biff, Christ's Childhood Pal [B002V8OCDK]","Christopher Moore\Comedy\Lamb - The Gospel According to Biff, Christ's Childhood Pal [B002V8OCDK]",315.5,VERIFIED_CANONICAL,Tier 1: ASIN Match,Lamb,Christopher Moore,B002V8OCDK,Christopher Moore
Fool - A Novel [B002V1O3S6],Christopher Moore\Fool #1\Fool - A Novel [B002V1O3S6],243.14,VERIFIED_CANONICAL,Tier 1: ASIN Match,Fool,Christopher Moore,B002V1O3S6,Fool #1
The Lust Lizard of Melancholy Cove [B002V1OC28],Christopher Moore\Pine Cove #2\The Lust Lizard of Melancholy Cove [B002V1OC28],240.83,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Lust Lizard of Melancholy Cove,Christopher Moore,B002V1OC28,Pine Cove #2
You Suck - A Love Story [B002V8LFK8],Christopher Moore\Love Story #2\You Suck - A Love Story [B002V8LFK8],429.41,VERIFIED_CANONICAL,Tier 1: ASIN Match,You Suck,Christopher Moore,B002V8LFK8,Love Story #2
Bloodsucking Fiends - A Love Story [B002V5B9SY],Christopher Moore\Love Story #1\Bloodsucking Fiends - A Love Story [B002V5B9SY],211.08,VERIFIED_CANONICAL,Tier 1: ASIN Match,Bloodsucking Fiends,Christopher Moore,B002V5B9SY,Love Story #1
A Dirty Job [B002V0QR4K],Christopher Moore\Grim Reaper #1\A Dirty Job [B002V0QR4K],324.44,VERIFIED_CANONICAL,Tier 1: ASIN Match,A Dirty Job,Christopher Moore,B002V0QR4K,Grim Reaper #1
The Road [B002V0PTQ2],Cormac McCarthy\(Audio Book) Cormac McCarthy - The Road (Uunabridged)\The Road [B002V0PTQ2],282.42,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Road,Cormac McCarthy,B002V0PTQ2,(Audio Book) Cormac McCarthy - The Road (Uunabridged)
No Country for Old Men [B002VA8NLK],Cormac McCarthy\Cormac McCarthy - No Country for Old Men - Unabridged\No Country for Old Men [B002VA8NLK],101.58,VERIFIED_CANONICAL,Tier 1: ASIN Match,No Country for Old Men,Cormac McCarthy,B002VA8NLK,Cormac McCarthy - No Country for Old Men - Unabridged
Death Without Company - A Walt Longmire Mystery [B002VA9JL8],Craig Johnson\Walt Longmire #2\Death Without Company - A Walt Longmire Mystery [B002VA9JL8],135.05,VERIFIED_CANONICAL,Tier 1: ASIN Match,Death Without Company,Craig Johnson,B002VA9JL8,Walt Longmire #2
The Cold Dish - A Walt Longmire Mystery [B002V1LT0G],Craig Johnson\Walt Longmire #1\The Cold Dish - A Walt Longmire Mystery [B002V1LT0G],364.1,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Cold Dish,Craig Johnson,B002V1LT0G,Walt Longmire #1
"Dungeon Born - Divine Dungeon Series, Book 1 [B06XQ78XLP]","Dakota Krout\The Divine Dungeon #1\Dungeon Born - Divine Dungeon Series, Book 1 [B06XQ78XLP]",347.78,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dungeon Born,Dakota Krout,B06XQ78XLP,The Divine Dungeon #1
"Dungeon Eternium - Divine Dungeon Series, Book 5 [1977349684]","Dakota Krout\The Divine Dungeon #5\Dungeon Eternium - Divine Dungeon Series, Book 5 [1977349684]",561.87,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dungeon Eternium,Dakota Krout,1977349684,The Divine Dungeon #5
"Ritualist - Completionist Chronicles, Book 1 [B07BTHWMFF]","Dakota Krout\The Completionist Chronicles #1\Ritualist - Completionist Chronicles, Book 1 [B07BTHWMFF]",327.68,VERIFIED_CANONICAL,Tier 1: ASIN Match,Ritualist,Dakota Krout,B07BTHWMFF,The Completionist Chronicles #1
"Dungeon Calamity - Divine Dungeon, Book 3 [B0799RFCCK]","Dakota Krout\The Divine Dungeon #3\Dungeon Calamity - Divine Dungeon, Book 3 [B0799RFCCK]",366.8,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dungeon Calamity,Dakota Krout,B0799RFCCK,The Divine Dungeon #3
"Regicide - The Completionist Chronicles Series, Book 2 [B07FKYC3LD]","Dakota Krout\The Completionist Chronicles #2\Regicide - The Completionist Chronicles Series, Book 2 [B07FKYC3LD]",367.63,VERIFIED_CANONICAL,Tier 1: ASIN Match,Regicide,Dakota Krout,B07FKYC3LD,The Completionist Chronicles #2
"Dungeon Desolation - Divine Dungeon Series, Book 4 [1977385885]","Dakota Krout\The Divine Dungeon #4\Dungeon Desolation - Divine Dungeon Series, Book 4 [1977385885]",333.74,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dungeon Desolation,Dakota Krout,1977385885,The Divine Dungeon #4
"Raze - Completionist Chronicles Series, Book 4 [1977374573]","Dakota Krout\The Completionist Chronicles #4\Raze - Completionist Chronicles Series, Book 4 [1977374573]",517.12,VERIFIED_CANONICAL,Tier 1: ASIN Match,Raze,Dakota Krout,1977374573,The Completionist Chronicles #4
"Dungeon Madness - Divine Dungeon Series, Book 2 [B0764H7Y83]","Dakota Krout\The Divine Dungeon #2\Dungeon Madness - Divine Dungeon Series, Book 2 [B0764H7Y83]",333.65,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dungeon Madness,Dakota Krout,B0764H7Y83,The Divine Dungeon #2
Deception Point [B002UUFOPE],Dan Brown\Dan Brown - Deception Point (48kbps)\Deception Point [B002UUFOPE],25.66,VERIFIED_CANONICAL,Tier 1: ASIN Match,Deception Point,Dan Brown,B002UUFOPE,Dan Brown - Deception Point (48kbps)
Digital Fortress [B002VA8NOW],Dan Brown\Dan Brown - All 4 books\Digital Fortress [B002VA8NOW],165.55,VERIFIED_CANONICAL,Tier 1: ASIN Match,Digital Fortress,Dan Brown,B002VA8NOW,Dan Brown - All 4 books
Zero G [B07K4VYQ5X],Dan Wells\The Zero Chronicles #1\Zero G [B07K4VYQ5X],230.24,VERIFIED_CANONICAL,Tier 1: ASIN Match,Zero G,Dan Wells,B07K4VYQ5X,The Zero Chronicles #1
Dragon Planet [B07X7J8YJ3],Dan Wells\The Zero Chronicles #2\Dragon Planet [B07X7J8YJ3],209.2,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dragon Planet,Dan Wells,B07X7J8YJ3,The Zero Chronicles #2
Stargazer [B08VYFG11M],Dan Wells\The Zero Chronicles #3\Stargazer [B08VYFG11M],249.52,VERIFIED_CANONICAL,Tier 1: ASIN Match,Stargazer,Dan Wells,B08VYFG11M,The Zero Chronicles #3
Robinson Crusoe [B01F66XHP2],Daniel Defoe\Audiobook - Robinson Crusoe - Daniel Defoe [Librivox]\Robinson Crusoe [B01F66XHP2],383.42,VERIFIED_CANONICAL,Tier 1: ASIN Match,Robinson Crusoe,Daniel Defoe,B01F66XHP2,Audiobook - Robinson Crusoe - Daniel Defoe [Librivox]
"The Dragon's Fang - Dragonfall, Book 3 [B07CHQM8FB]","David A. Wells\Dragonfall #3\The Dragon's Fang - Dragonfall, Book 3 [B07CHQM8FB]",324.32,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Dragon's Fang,David A. Wells,B07CHQM8FB,Dragonfall #3
"The Dragon's Codex - Dragonfall, Book 2 [B01M9B82FH]","David A. Wells\Dragonfall #2\The Dragon's Codex - Dragonfall, Book 2 [B01M9B82FH]",389.68,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Dragon's Codex,David A. Wells,B01M9B82FH,Dragonfall #2
"The Dragon's Egg - Dragonfall, Book 1 [B01A9E2VP8]","David A. Wells\Dragonfall #1\The Dragon's Egg - Dragonfall, Book 1 [B01A9E2VP8]",327.5,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Dragon's Egg,David A. Wells,B01A9E2VP8,Dragonfall #1
"The Sapphire Rose - The Elenium, Book 3 [B002V9ZFDA]","David Eddings\The Elenium #3\The Sapphire Rose - The Elenium, Book 3 [B002V9ZFDA]",393.87,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Sapphire Rose,David Eddings,B002V9ZFDA,The Elenium #3
"Guardians of the West - The Malloreon, Book 1 [B0DBBGBV79]","David Eddings\Malloreon #1\Guardians of the West - The Malloreon, Book 1 [B0DBBGBV79]",326.07,VERIFIED_CANONICAL,Tier 1: ASIN Match,Guardians of the West,David Eddings,B0DBBGBV79,Malloreon #1
"Queen of Sorcery - Belgariad, Book 2 [B0DB3P5HX7]","David Eddings\The Belgariad #2\Queen of Sorcery - Belgariad, Book 2 [B0DB3P5HX7]",350.4,VERIFIED_CANONICAL,Tier 1: ASIN Match,Queen of Sorcery,David Eddings,B0DB3P5HX7,The Belgariad #2
"Castle of Wizardry - The Belgariad, Book 4 [B0DG6KQBZH]","David Eddings\The Belgariad #4\Castle of Wizardry - The Belgariad, Book 4 [B0DG6KQBZH]",159.05,VERIFIED_CANONICAL,Tier 1: ASIN Match,Castle of Wizardry,David Eddings,B0DG6KQBZH,The Belgariad #4
"The Seeress of Kell - The Malloreon, Book 5 [B002V19YDU]","David Eddings\Malloreon #5\The Seeress of Kell - The Malloreon, Book 5 [B002V19YDU]",93.17,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Seeress of Kell,David Eddings,B002V19YDU,Malloreon #5
"The Shining Ones - The Tamuli, Book 2 [B002V8MYAS]","David Eddings\The Tamuli #2\The Shining Ones - The Tamuli, Book 2 [B002V8MYAS]",385.3,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Shining Ones,David Eddings,B002V8MYAS,The Tamuli #2
"King of the Murgos - Malloreon, Book 2 [B0DGLX217X]","David Eddings\Malloreon #2\King of the Murgos - Malloreon, Book 2 [B0DGLX217X]",323.04,VERIFIED_CANONICAL,Tier 1: ASIN Match,King of the Murgos,David Eddings,B0DGLX217X,Malloreon #2
"The Hidden City - The Tamuli, Book 3 [B002V5B2ZY]","David Eddings\The Tamuli #3\The Hidden City - The Tamuli, Book 3 [B002V5B2ZY]",378.35,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Hidden City,David Eddings,B002V5B2ZY,The Tamuli #3
"The Diamond Throne - The Elenium, Book 1 [B002V0KLYC]","David Eddings\The Elenium #1\The Diamond Throne - The Elenium, Book 1 [B002V0KLYC]",285.15,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Diamond Throne,David Eddings,B002V0KLYC,The Elenium #1
"Domes of Fire - The Tamuli, Book 1 [B002V8HEVW]","David Eddings\The Tamuli #1\Domes of Fire - The Tamuli, Book 1 [B002V8HEVW]",367.04,VERIFIED_CANONICAL,Tier 1: ASIN Match,Domes of Fire,David Eddings,B002V8HEVW,The Tamuli #1
"Sorceress of Darshiva - The Malloreon, Book 4 [B0DV1R3LNB]","David Eddings\Malloreon #4\Sorceress of Darshiva - The Malloreon, Book 4 [B0DV1R3LNB]",277.58,VERIFIED_CANONICAL,Tier 1: ASIN Match,Sorceress of Darshiva,David Eddings,B0DV1R3LNB,Malloreon #4
"Demon Lord of Karanda - The Malloreon, Book 3 [B0DJPPW5RT]","David Eddings\Malloreon #3\Demon Lord of Karanda - The Malloreon, Book 3 [B0DJPPW5RT]",298.53,VERIFIED_CANONICAL,Tier 1: ASIN Match,Demon Lord of Karanda,David Eddings,B0DJPPW5RT,Malloreon #3
"The Ruby Knight - The Elenium, Book 2 [B002V1NR1U]","David Eddings\The Elenium #2\The Ruby Knight - The Elenium, Book 2 [B002V1NR1U]",261.17,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Ruby Knight,David Eddings,B002V1NR1U,The Elenium #2
Enchanters’ End Game [B0DJC4HRYM],David Eddings\The Belgariad #5\Enchanters’ End Game [B0DJC4HRYM],128.07,VERIFIED_CANONICAL,Tier 1: ASIN Match,Enchanters’ End Game,David Eddings,B0DJC4HRYM,The Belgariad #5
Magician’s Gambit [B0DCZY3XBV],David Eddings\The Belgariad #3\Magician’s Gambit [B0DCZY3XBV],211.47,VERIFIED_CANONICAL,Tier 1: ASIN Match,Magician’s Gambit,David Eddings,B0DCZY3XBV,The Belgariad #3
Pawn of Prophecy [B0D8XMMWLF],David Eddings\The Belgariad #1\Pawn of Prophecy [B0D8XMMWLF],287.91,VERIFIED_CANONICAL,Tier 1: ASIN Match,Pawn of Prophecy,David Eddings,B0D8XMMWLF,The Belgariad #1
"Magefall - The Kingfall Histories, Book 3 [B09JFZZG17]","David Estes\The Kingfall Histories #3\Magefall - The Kingfall Histories, Book 3 [B09JFZZG17]",921.26,VERIFIED_CANONICAL,Tier 1: ASIN Match,Magefall,David Estes,B09JFZZG17,The Kingfall Histories #3
"Kingfall - The Kingfall Histories, Book 1 [B0971NFG33]","David Estes\The Kingfall Histories #1\Kingfall - The Kingfall Histories, Book 1 [B0971NFG33]",1650.63,VERIFIED_CANONICAL,Tier 1: ASIN Match,Kingfall,David Estes,B0971NFG33,The Kingfall Histories #1
"Dragonfall - The Kingfall Histories, Book 2 [B09CZF3T9F]","David Estes\The Kingfall Histories #2\Dragonfall - The Kingfall Histories, Book 2 [B09CZF3T9F]",775.01,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dragonfall,David Estes,B09CZF3T9F,The Kingfall Histories #2
The Sum of All Men [B002UZMM6S],David Farland\Runelords #1\The Sum of All Men [B002UZMM6S],1197.75,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Sum of All Men,David Farland,B002UZMM6S,The Runelords Series #1
The Lair of Bones [B004FOE0AI],David Farland\Runelords #4\The Lair of Bones [B004FOE0AI],860.74,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Lair of Bones,David Farland,B004FOE0AI,The Runelords Series #4
"Brotherhood of the Wolf - The Runelords, Book 2 [B002V5B86C]","David Farland\Runelords #2\Brotherhood of the Wolf - The Runelords, Book 2 [B002V5B86C]",1252.81,VERIFIED_CANONICAL,Tier 1: ASIN Match,Brotherhood of the Wolf,David Farland,B002V5B86C,The Runelords Series #2
Wizardborn [B0040ME3TS],David Farland\Runelords #3\Wizardborn [B0040ME3TS],1050.84,VERIFIED_CANONICAL,Tier 1: ASIN Match,Wizardborn,David Farland,B0040ME3TS,The Runelords Series #3
Honerverse,David Weber\David Weber\Honorverse\Collection\Honerverse,40.4,VERIFIED_CANONICAL,Tier 2: Leaf Folder Match,Honerverse,John Ringo,,Collection
Dragon Tears [B0037BQW2Y],Dean Koontz\Dean Koontz - Dragon Tears [Audiobook]\Dragon Tears [B0037BQW2Y],167.12,VERIFIED_CANONICAL,Tier 1: ASIN Match,Dragon Tears,Dean Koontz,B0037BQW2Y,Dean Koontz - Dragon Tears [Audiobook]
A Change of Plans - A Short Story [B088X5X8XJ],Dennis E. Taylor\Dennis E. Taylor\A Change of Plans - A Short Story [B088X5X8XJ],41.16,VERIFIED_CANONICAL,Tier 1: ASIN Match,A Change of Plans,Dennis E. Taylor,B088X5X8XJ,Dennis E. Taylor
The Singularity Trap [B07BHVWFSM],Dennis E. Taylor\Dennis E. Taylor\The Singularity Trap [B07BHVWFSM],630.57,VERIFIED_CANONICAL,Tier 1: ASIN Match,The Singularity Trap,Dennis E. Taylor,B07BHVWFSM,Dennis E. Taylor
A Change of Plans [B088X5X8XJ],Dennis E. Taylor\Dennis E. Taylor\A Change of Plans [B088X5X8XJ],41.16,VERIFIED_CANONICAL,Tier 1: ASIN Match,A Change of Plans,Dennis E. Taylor,B088X5X8XJ,Dennis E. Taylor
Roadkill [B0B6QBNK4J],Dennis E. Taylor\Dennis E. Taylor\Roadkill [B0B6QBNK4J],479.7,VERIFIED_CANONICAL,Tier 1: ASIN Match,Roadkill,Dennis E. Taylor,B0B6QBNK4J,Dennis E. Taylor
"We Are Legion (We Are Bob) - Bobiverse, Book 1 [B01L082HJ2]","Dennis E. Taylor\Bobiverse #1\We Are Legion (We Are Bob) - Bobiverse, Book 1 [B01L082HJ2]",307.97,VERIFIED_CANONICAL,Tier 1: ASIN Match,We Are Legion (We Are Bob),Dennis E. Taylor,B01L082HJ2,Bobiverse #1
Feedback [B08LF1Y476],Dennis E. Taylor\Audible Original Stories\Feedback [B08LF1Y476],30.59,VERIFIED_CANONICAL,Tier 1: ASIN Match,Feedback,Dennis E. Taylor,B08LF1Y476,Audible Original Stories
